results,middle,upper
1761,559,119
1762,559,119
1763,559,119
1764,560,119
1765,560,119
1766,560,119
1767,560,119
1768,560,119
1769,561,119
1770,561,119
1771,561,119
1772,561,119
1773,561,119
1774,561,119
1775,562,119
1776,562,119
1777,562,119
1778,562,119
1779,562,119
1780,562,119
1781,562,119
1782,562,119
1783,562,119
1784,562,119
1785,562,119
1786,562,119
1787,562,119
1788,562,119
1789,562,119
1790,562,119
1791,562,119
1792,562,119
1793,562,119
1794,562,119
1795,562,119
1796,562,119
1797,562,119
1798,562,119
1799,562,119
1800,562,119
1801,562,119
1802,562,119
1803,563,119
1804,563,119
1805,563,119
1806,563,119
1807,563,119
1808,563,119
1809,563,119
1810,563,119
1811,563,119
1812,563,119
1813,563,119
1814,563,119
1815,563,119
1816,563,119
1817,563,119
1818,563,119
1819,564,119
1820,564,119
1821,564,119
1822,564,119
1823,564,119
1824,564,119
1825,565,119
1826,565,119
1827,565,119
1828,565,119
1829,566,119
1830,566,119
1831,566,119
1832,566,119
1833,566,119
1834,567,119
1835,567,119
1836,568,119
1837,568,119
1838,569,119
1839,569,119
1840,569,119
1841,569,119
1842,569,119
1843,569,119
1844,569,119
1845,569,119
1846,569,119
1847,570,119
1848,570,119
1849,570,119
1850,570,119
1851,570,119
1852,570,119
1853,570,119
1854,570,119
1855,570,119
1856,570,119
1857,570,119
1858,570,119
1859,570,119
1860,571,119
1861,571,119
1862,571,119
1863,572,119
1864,572,119
1865,572,119
1866,572,119
1867,572,119
1868,572,119
1869,572,119
1870,573,119
1871,573,119
1872,573,119
1873,573,119
1874,573,119
1875,574,119
1876,574,119
1877,575,119
1878,575,119
1879,575,119
1880,576,119
1881,576,119
1882,576,119
1883,576,119
1884,576,119
1885,577,119
1886,577,119
1887,577,119
1888,577,119
1889,577,119
1890,577,119
1891,577,119
1892,578,119
1893,578,119
1894,578,119
1895,578,119
1896,578,119
1897,578,119
1898,578,119
1899,578,119
1900,578,119
1901,578,119
1902,579,119
1903,579,119
1904,579,119
1905,580,119
1906,580,119
1907,580,119
1908,580,119
1909,580,119
1910,581,119
1911,581,119
1912,582,119
1913,582,119
1914,582,119
1915,582,119
1916,582,119
1917,583,119
1918,583,119
1919,583,119
1920,583,119
1921,583,119
1922,584,119
1923,584,119
1924,585,119
1925,585,119
1926,585,119
1927,585,119
1928,585,119
1929,585,119
1930,586,119
1931,586,119
1932,586,119
1933,586,119
1934,586,119
1935,586,119
1936,587,119
1937,587,119
1938,587,119
1939,587,119
1940,587,119
1941,587,119
1942,587,119
1943,587,119
1944,587,119
1945,587,119
1946,587,119
1947,588,119
1948,588,119
1949,588,119
1950,588,119
1951,588,119
1952,589,119
1953,589,119
1954,589,119
1955,589,119
1956,589,119
1957,589,119
1958,589,119
1959,589,119
1960,589,119
1961,589,119
1962,589,119
1963,589,119
1964,589,119
1965,589,119
1966,589,119
1967,589,119
1968,589,119
1969,589,119
1970,589,119
1971,589,119
1972,590,119
1973,590,119
1974,590,119
1975,590,119
1976,590,119
1977,591,119
1978,591,119
1979,591,119
1980,591,119
1981,591,119
1982,591,119
1983,591,119
1984,591,119
1985,591,119
1986,591,119
1987,591,119
1988,591,119
1989,591,119
1990,592,119
1991,593,119
1992,593,119
1993,593,119
1994,594,119
1995,594,119
1996,594,119
1997,595,119
1998,595,119
1999,595,119
2000,595,119
2001,595,119
2002,595,119
2003,595,119
2004,595,119
2005,595,119
2006,595,119
2007,595,119
2008,595,119
2009,595,119
2010,595,119
2011,595,119
2012,595,119
2013,595,119
2014,595,119
2015,595,119
2016,595,119
2017,595,119
2018,595,119
2019,595,119
2020,595,119
2021,596,119
2022,596,119
2023,596,119
2024,596,119
2025,596,119
2026,597,119
2027,597,119
2028,597,119
2029,597,119
2030,597,119
2031,597,119
2032,597,119
2033,597,119
2034,597,119
2035,597,119
2036,597,119
2037,597,119
2038,597,119
2039,598,119
2040,598,119
2041,598,119
2042,598,119
2043,598,119
2044,598,119
2045,598,119
2046,598,119
2047,598,119
2048,599,119
2049,599,119
2050,599,119
2051,599,119
2052,599,119
2053,599,119
2054,599,119
2055,599,119
2056,599,119
2057,599,119
2058,599,119
2059,599,119
2060,599,119
2061,599,119
2062,599,119
2063,599,119
2064,599,119
2065,599,119
2066,599,119
2067,599,119
2068,599,119
2069,599,119
2070,599,119
2071,599,119
2072,599,119
2073,599,119
2074,599,119
2075,599,119
2076,599,119
2077,599,119
2078,599,119
2079,599,119
2080,599,119
2081,599,119
2082,599,119
2083,599,119
2084,599,119
2085,599,119
2086,599,119
2087,599,119
2088,599,119
2089,599,119
2090,599,119
2091,600,119
2092,600,119
2093,600,119
2094,600,119
2095,600,119
2096,600,119
2097,600,119
2098,600,119
2099,600,119
2100,600,119
2101,600,119
2102,600,119
2103,600,119
2104,600,119
2105,600,119
2106,600,119
2107,600,119
2108,600,119
2109,600,119
2110,600,119
2111,601,119
2112,601,119
2113,601,119
2114,602,119
2115,602,119
2116,602,119
2117,602,119
2118,602,119
2119,602,119
2120,602,119
2121,602,119
2122,602,119
2123,603,119
2124,603,119
2125,603,119
2126,603,119
2127,603,119
2128,603,119
2129,603,119
2130,603,119
2131,603,119
2132,603,119
2133,603,119
2134,603,119
2135,603,119
2136,603,119
2137,603,119
2138,604,119
2139,604,119
2140,605,119
2141,605,119
2142,605,119
2143,605,119
2144,605,119
2145,605,119
2146,605,119
2147,605,119
2148,605,119
2149,605,119
2150,605,119
2151,605,119
2152,605,119
2153,605,119
2154,605,119
2155,605,119
2156,606,119
2157,606,119
2158,606,119
2159,606,119
2160,606,119
2161,606,119
2162,606,119
2163,606,119
2164,606,119
2165,607,119
2166,607,119
2167,607,119
2168,607,119
2169,607,119
2170,607,119
2171,607,119
2172,607,119
2173,607,119
2174,607,119
2175,607,119
2176,607,119
2177,607,119
2178,607,119
2179,607,119
2180,607,119
2181,607,119
2182,607,119
2183,608,119
2184,608,119
2185,608,119
2186,608,119
2187,608,119
2188,608,119
2189,608,119
2190,608,119
2191,608,119
2192,608,119
2193,608,119
2194,608,119
2195,608,119
2196,608,119
2197,608,119
2198,609,119
2199,609,119
2200,609,119
2201,609,119
2202,609,119
2203,609,119
2204,609,119
2205,610,119
2206,610,119
2207,610,119
2208,610,119
2209,610,119
2210,610,119
2211,611,119
2212,611,119
2213,611,119
2214,611,119
2215,611,119
2216,611,119
2217,611,119
2218,611,119
2219,611,119
2220,611,119
2221,611,119
2222,611,119
2223,611,119
2224,611,119
2225,611,119
2226,611,119
2227,611,119
2228,611,119
2229,611,119
2230,611,119
2231,611,119
2232,611,119
2233,611,119
2234,611,119
2235,611,119
2236,611,119
2237,611,119
2238,611,119
2239,611,119
2240,611,119
2241,611,119
2242,611,119
2243,611,119
2244,612,119
2245,612,119
2246,612,119
2247,613,119
2248,613,119
2249,613,119
2250,613,119
2251,613,119
2252,613,119
2253,613,119
2254,613,119
2255,613,119
2256,613,119
2257,614,119
2258,614,119
2259,614,119
2260,614,119
2261,614,119
2262,614,119
2263,614,119
2264,614,119
2265,614,119
2266,614,119
2267,614,119
2268,614,119
2269,614,119
2270,614,119
2271,614,119
2272,614,119
2273,614,119
2274,614,119
2275,614,119
2276,614,119
2277,615,119
2278,615,119
2279,615,119
2280,615,119
2281,615,119
2282,615,119
2283,615,119
2284,615,119
2285,615,119
2286,615,119
2287,615,119
2288,615,119
2289,616,119
2290,616,119
2291,616,119
2292,616,119
2293,616,119
2294,616,119
2295,616,119
2296,616,119
2297,616,119
2298,616,119
2299,616,119
2300,617,119
2301,618,119
2302,618,119
2303,618,119
2304,618,119
2305,618,119
2306,618,119
2307,618,119
2308,618,119
2309,618,119
2310,618,119
2311,618,119
2312,618,119
2313,618,119
2314,618,119
2315,618,119
2316,618,119
2317,618,119
2318,618,119
2319,618,119
2320,618,119
2321,618,119
2322,618,119
2323,618,119
2324,618,119
2325,618,119
2326,619,119
2327,619,119
2328,619,119
2329,619,119
2330,619,119
2331,619,119
2332,619,119
2333,619,119
2334,619,119
2335,619,119
2336,619,119
2337,619,119
2338,619,119
2339,619,119
2340,619,119
2341,619,119
2342,619,119
2343,619,119
2344,619,119
2345,619,119
2346,620,119
2347,620,119
2348,620,119
2349,621,119
2350,621,119
2351,621,119
2352,621,119
2353,621,119
2354,621,119
2355,621,119
2356,621,119
2357,621,119
2358,621,119
2359,621,119
2360,622,119
2361,622,119
2362,622,119
2363,622,119
2364,622,119
2365,622,119
2366,622,119
2367,622,119
2368,622,119
2369,622,119
2370,622,119
2371,622,119
2372,623,119
2373,623,119
2374,623,119
2375,623,119
2376,623,119
2377,624,119
2378,624,119
2379,624,119
2380,624,119
2381,624,119
2382,624,119
2383,624,119
2384,624,119
2385,624,119
2386,624,119
2387,624,119
2388,624,119
2389,625,119
2390,625,119
2391,625,119
2392,625,119
2393,625,120
2394,626,120
2395,626,120
2396,626,120
2397,626,120
2398,626,120
2399,626,120
2400,626,120
2401,626,120
2402,627,120
2403,627,120
2404,627,121
2405,627,121
2406,627,121
2407,627,121
2408,627,121
2409,627,121
2410,628,121
2411,628,121
2412,628,121
2413,628,121
2414,628,121
2415,628,121
2416,628,121
2417,628,121
2418,628,121
2419,628,121
2420,628,121
2421,628,121
2422,628,121
2423,628,121
2424,628,121
2425,628,121
2426,628,121
2427,629,121
2428,629,121
2429,629,121
2430,629,121
2431,629,121
2432,629,121
2433,629,121
2434,629,121
2435,629,121
2436,630,121
2437,630,121
2438,630,121
2439,630,121
2440,630,121
2441,630,121
2442,630,121
2443,630,121
2444,630,121
2445,630,121
2446,630,121
2447,630,121
2448,630,121
2449,630,121
2450,630,121
2451,630,121
2452,630,121
2453,630,121
2454,631,121
2455,631,121
2456,631,121
2457,631,121
2458,631,121
2459,631,121
2460,631,121
2461,631,121
2462,632,121
2463,632,121
2464,632,121
2465,632,121
2466,632,121
2467,632,121
2468,632,121
2469,632,121
2470,632,121
2471,632,121
2472,632,121
2473,632,121
2474,632,121
2475,632,121
2476,632,121
2477,632,121
2478,632,121
2479,632,121
2480,632,121
2481,632,121
2482,632,121
2483,632,121
2484,632,121
2485,632,121
2486,632,121
2487,633,121
2488,633,121
2489,633,121
2490,634,121
2491,634,121
2492,634,121
2493,634,121
2494,634,121
2495,634,121
2496,634,121
2497,634,121
2498,634,121
2499,635,121
2500,635,121
2501,635,121
2502,635,121
2503,635,121
2504,635,121
2505,635,121
2506,635,121
2507,635,121
2508,635,121
2509,635,121
2510,635,121
2511,635,121
2512,636,121
2513,636,121
2514,636,121
2515,637,121
2516,638,121
2517,639,121
2518,639,121
2519,639,121
2520,639,121
2521,639,121
2522,639,121
2523,639,121
2524,639,121
2525,640,121
2526,641,121
2527,641,121
2528,641,121
2529,641,121
2530,641,121
2531,641,121
2532,641,121
2533,641,121
2534,641,121
2535,641,121
2536,641,121
2537,641,121
2538,641,121
2539,641,121
2540,641,121
2541,641,121
2542,641,121
2543,641,121
2544,641,121
2545,641,121
2546,642,121
2547,642,121
2548,642,121
2549,642,121
2550,642,121
2551,642,121
2552,642,121
2553,642,121
2554,642,121
2555,642,121
2556,642,121
2557,642,121
2558,643,121
2559,643,121
2560,643,121
2561,643,121
2562,643,121
2563,644,121
2564,644,121
2565,644,121
2566,644,121
2567,644,121
2568,644,121
2569,644,121
2570,644,121
2571,644,121
2572,644,121
2573,644,121
2574,644,121
2575,644,121
2576,644,121
2577,644,121
2578,644,121
2579,644,121
2580,644,121
2581,644,121
2582,644,121
2583,644,121
2584,644,121
2585,644,121
2586,644,121
2587,644,121
2588,644,121
2589,644,121
2590,644,121
2591,644,121
2592,644,121
2593,644,121
2594,644,121
2595,644,121
2596,644,121
2597,644,121
2598,644,121
2599,644,121
2600,644,121
2601,644,121
2602,644,121
2603,644,121
2604,644,121
2605,644,121
2606,644,121
2607,645,121
2608,646,121
2609,647,121
2610,647,121
2611,647,121
2612,647,121
2613,647,121
2614,647,121
2615,647,121
2616,647,121
2617,647,121
2618,647,121
2619,647,121
2620,647,121
2621,647,121
2622,647,121
2623,647,121
2624,648,121
2625,648,121
2626,648,121
2627,648,121
2628,648,121
2629,648,121
2630,648,121
2631,648,121
2632,648,121
2633,648,121
2634,648,121
2635,648,121
2636,648,121
2637,649,121
2638,649,121
2639,649,121
2640,649,121
2641,649,121
2642,649,121
2643,649,121
2644,649,121
2645,649,121
2646,649,121
2647,649,121
2648,649,121
2649,649,121
2650,650,121
2651,651,121
2652,651,121
2653,651,121
2654,651,121
2655,651,121
2656,651,121
2657,651,121
2658,652,121
2659,652,121
2660,653,121
2661,653,121
2662,653,121
2663,653,121
2664,653,121
2665,653,121
2666,653,121
2667,653,121
2668,653,121
2669,653,121
2670,653,121
2671,653,121
2672,653,121
2673,653,121
2674,653,121
2675,653,121
2676,653,121
2677,653,121
2678,653,121
2679,653,121
2680,653,121
2681,654,121
2682,654,121
2683,654,121
2684,654,121
2685,654,121
2686,654,121
2687,654,121
2688,654,121
2689,654,121
2690,654,121
2691,654,121
2692,654,121
2693,654,121
2694,654,121
2695,654,121
2696,654,121
2697,654,121
2698,654,121
2699,654,121
2700,654,121
2701,654,121
2702,654,121
2703,654,121
2704,654,121
2705,654,121
2706,654,121
2707,654,121
2708,654,121
2709,654,121
2710,654,121
2711,654,121
2712,654,121
2713,655,121
2714,656,121
2715,656,121
2716,656,121
2717,656,121
2718,656,121
2719,656,121
2720,656,121
2721,656,121
2722,656,121
2723,656,121
2724,656,121
2725,656,121
2726,656,121
2727,656,121
2728,656,121
2729,656,121
2730,656,121
2731,656,121
2732,656,121
2733,656,121
2734,656,121
2735,656,121
2736,656,121
2737,656,121
2738,656,121
2739,656,121
2740,656,121
2741,656,121
2742,656,121
2743,656,121
2744,656,121
2745,656,121
2746,656,121
2747,656,121
2748,656,121
2749,656,121
2750,656,121
2751,656,121
2752,656,121
2753,656,121
2754,656,121
2755,656,121
2756,656,121
2757,656,121
2758,657,121
2759,657,121
2760,657,121
2761,658,121
2762,659,121
2763,659,121
2764,659,121
2765,659,121
2766,659,121
2767,659,121
2768,659,121
2769,659,121
2770,659,121
2771,659,121
2772,659,121
2773,659,121
2774,659,121
2775,659,121
2776,659,121
2777,659,121
2778,659,121
2779,659,121
2780,659,121
2781,659,121
2782,659,121
2783,659,121
2784,659,121
2785,659,121
2786,659,121
2787,659,121
2788,659,121
2789,659,121
2790,659,121
2791,659,121
2792,659,121
2793,659,121
2794,660,121
2795,660,121
2796,660,121
2797,660,121
2798,660,121
2799,660,121
2800,660,121
2801,660,121
2802,660,121
2803,660,121
2804,660,121
2805,660,121
2806,660,121
2807,660,121
2808,660,121
2809,660,121
2810,660,121
2811,660,121
2812,660,121
2813,660,121
2814,660,121
2815,660,121
2816,660,121
2817,660,121
2818,660,121
2819,660,121
2820,660,121
2821,660,121
2822,660,121
2823,660,121
2824,660,121
2825,660,121
2826,660,121
2827,661,121
2828,661,121
2829,661,121
2830,661,121
2831,661,121
2832,661,121
2833,661,121
2834,661,121
2835,661,121
2836,661,121
2837,662,121
2838,662,121
2839,662,121
2840,662,121
2841,662,121
2842,662,121
2843,662,121
2844,662,121
2845,662,121
2846,662,121
2847,662,121
2848,662,121
2849,662,121
2850,663,121
2851,663,121
2852,663,121
2853,663,121
2854,663,121
2855,663,121
2856,663,121
2857,663,121
2858,663,121
2859,663,121
2860,663,121
2861,663,121
2862,663,121
2863,663,121
2864,663,121
2865,663,121
2866,663,121
2867,663,121
2868,663,121
2869,663,121
2870,663,121
2871,663,121
2872,663,121
2873,663,121
2874,663,121
2875,663,121
2876,663,121
2877,663,121
2878,663,121
2879,663,121
2880,663,121
2881,663,121
2882,663,121
2883,663,121
2884,663,121
2885,663,121
2886,663,121
2887,663,121
2888,663,121
2889,663,121
2890,663,121
2891,664,121
2892,664,121
2893,664,121
2894,664,121
2895,664,121
2896,664,121
2897,664,121
2898,664,121
2899,664,121
2900,664,121
2901,664,121
2902,664,121
2903,664,121
2904,664,121
2905,664,121
2906,664,121
2907,664,121
2908,664,121
2909,664,121
2910,664,121
2911,664,121
2912,664,121
2913,664,121
2914,665,121
2915,665,121
2916,665,121
2917,666,121
2918,666,121
2919,666,121
2920,666,121
2921,666,121
2922,666,121
2923,666,121
2924,666,121
2925,666,121
2926,666,121
2927,667,121
2928,667,121
2929,667,121
2930,667,121
2931,667,121
2932,668,121
2933,669,121
2934,669,121
2935,669,121
2936,669,121
2937,669,121
2938,669,121
2939,670,121
2940,670,121
2941,670,121
2942,670,121
2943,670,121
2944,670,121
2945,670,121
2946,670,121
2947,670,121
2948,670,121
2949,670,121
2950,670,121
2951,670,121
2952,670,121
2953,670,121
2954,670,121
2955,670,121
2956,670,121
2957,670,121
2958,670,121
2959,670,121
2960,670,121
2961,670,121
2962,670,121
2963,671,121
2964,671,121
2965,671,121
2966,671,121
2967,671,121
2968,671,121
2969,671,121
2970,671,121
2971,671,121
2972,671,121
2973,671,121
2974,671,121
2975,671,121
2976,671,121
2977,671,121
2978,671,121
2979,671,121
2980,671,121
2981,671,121
2982,671,121
2983,671,121
2984,671,121
2985,671,121
2986,671,121
2987,671,121
2988,671,121
2989,671,121
2990,671,121
2991,672,121
2992,672,121
2993,672,121
2994,672,121
2995,672,121
2996,672,121
2997,672,121
2998,673,121
2999,673,121
3000,673,121
3001,673,121
3002,673,121
3003,673,121
3004,673,121
3005,673,121
3006,673,121
3007,673,121
3008,673,121
3009,673,121
3010,673,121
3011,673,121
3012,673,121
3013,673,121
3014,673,121
3015,673,121
3016,673,121
3017,673,121
3018,673,121
3019,673,121
3020,673,121
3021,673,121
3022,673,121
3023,673,121
3024,673,121
3025,673,121
3026,673,121
3027,673,121
3028,673,121
3029,673,121
3030,673,121
3031,673,121
3032,673,121
3033,673,121
3034,673,121
3035,673,121
3036,673,121
3037,673,121
3038,673,121
3039,673,121
3040,673,121
3041,673,121
3042,673,121
3043,673,121
3044,673,121
3045,673,121
3046,674,121
3047,674,121
3048,674,121
3049,674,121
3050,674,121
3051,674,121
3052,674,121
3053,674,121
3054,675,121
3055,675,121
3056,675,121
3057,675,121
3058,675,121
3059,675,121
3060,675,121
3061,675,121
3062,675,121
3063,675,121
3064,675,121
3065,676,121
3066,676,121
3067,676,121
3068,676,121
3069,676,121
3070,676,121
3071,676,121
3072,676,121
3073,676,121
3074,676,121
3075,676,121
3076,676,121
3077,676,121
3078,676,121
3079,676,121
3080,676,121
3081,676,121
3082,676,121
3083,676,121
3084,676,121
3085,676,121
3086,677,121
3087,677,121
3088,677,121
3089,677,121
3090,677,121
3091,677,121
3092,677,121
3093,677,121
3094,677,121
3095,677,121
3096,677,121
3097,677,121
3098,677,121
3099,677,121
3100,677,121
3101,678,121
3102,678,121
3103,678,121
3104,678,121
3105,678,121
3106,678,121
3107,678,121
3108,678,121
3109,678,121
3110,678,121
3111,678,121
3112,678,121
3113,679,121
3114,679,121
3115,679,121
3116,679,121
3117,679,121
3118,679,121
3119,679,121
3120,679,121
3121,679,121
3122,679,121
3123,679,121
3124,679,121
3125,679,121
3126,679,121
3127,679,121
3128,679,121
3129,679,121
3130,679,121
3131,679,121
3132,679,121
3133,679,121
3134,679,121
3135,680,121
3136,680,121
3137,680,121
3138,680,121
3139,680,121
3140,680,121
3141,680,121
3142,680,121
3143,680,121
3144,681,121
3145,681,121
3146,681,121
3147,681,121
3148,681,121
3149,681,121
3150,681,121
3151,681,121
3152,681,121
3153,681,121
3154,681,121
3155,681,121
3156,681,121
3157,681,121
3158,681,121
3159,681,121
3160,681,121
3161,681,121
3162,681,121
3163,681,121
3164,681,121
3165,681,121
3166,681,121
3167,681,121
3168,681,121
3169,681,121
3170,681,121
3171,681,121
3172,682,121
3173,683,121
3174,683,121
3175,683,121
3176,683,121
3177,683,121
3178,683,121
3179,683,121
3180,683,121
3181,683,121
3182,683,121
3183,683,121
3184,683,121
3185,683,121
3186,683,121
3187,684,121
3188,684,121
3189,684,121
3190,684,121
3191,684,121
3192,684,121
3193,684,121
3194,684,121
3195,684,121
3196,684,121
3197,684,121
3198,684,121
3199,684,121
3200,684,121
3201,684,121
3202,684,121
3203,684,121
3204,684,121
3205,684,121
3206,684,121
3207,684,121
3208,684,121
3209,684,121
3210,685,121
3211,685,121
3212,685,121
3213,685,121
3214,685,121
3215,685,121
3216,686,121
3217,686,121
3218,686,121
3219,686,121
3220,687,121
3221,687,121
3222,687,121
3223,687,121
3224,687,121
3225,687,121
3226,687,121
3227,687,121
3228,687,121
3229,687,121
3230,687,121
3231,687,121
3232,687,121
3233,687,121
3234,688,121
3235,688,121
3236,689,121
3237,690,121
3238,690,121
3239,690,121
3240,690,121
3241,690,121
3242,690,121
3243,690,121
3244,691,121
3245,691,121
3246,691,121
3247,691,121
3248,691,121
3249,691,121
3250,691,121
3251,691,121
3252,691,121
3253,691,121
3254,691,121
3255,691,121
3256,691,121
3257,691,121
3258,691,121
3259,691,121
3260,691,121
3261,691,121
3262,691,121
3263,691,121
3264,691,121
3265,691,121
3266,691,121
3267,691,121
3268,691,121
3269,691,121
3270,691,121
3271,692,121
3272,692,121
3273,692,121
3274,692,121
3275,692,121
3276,692,121
3277,692,121
3278,692,121
3279,692,121
3280,692,121
3281,692,121
3282,693,121
3283,694,121
3284,694,121
3285,694,121
3286,694,121
3287,694,121
3288,694,121
3289,695,121
3290,695,121
3291,695,121
3292,695,121
3293,695,121
3294,695,121
3295,695,121
3296,695,121
3297,695,121
3298,695,121
3299,695,121
3300,695,121
3301,695,121
3302,695,121
3303,695,121
3304,696,121
3305,696,121
3306,696,121
3307,696,121
3308,696,121
3309,696,121
3310,696,121
3311,696,121
3312,696,121
3313,696,121
3314,696,121
3315,696,121
3316,696,121
3317,696,121
3318,697,121
3319,697,121
3320,697,121
3321,697,121
3322,697,121
3323,697,121
3324,697,121
3325,697,121
3326,697,121
3327,697,121
3328,697,121
3329,697,121
3330,697,121
3331,697,121
3332,697,121
3333,697,121
3334,697,121
3335,697,121
3336,697,121
3337,697,121
3338,697,121
3339,698,121
3340,699,121
3341,699,121
3342,699,121
3343,699,121
3344,699,121
3345,699,121
3346,699,121
3347,699,121
3348,699,121
3349,699,121
3350,699,121
3351,699,121
3352,699,121
3353,699,121
3354,699,121
3355,699,121
3356,699,121
3357,699,121
3358,699,121
3359,699,121
3360,699,121
3361,699,121
3362,699,121
3363,699,121
3364,699,121
3365,699,121
3366,699,121
3367,699,121
3368,699,121
3369,699,121
3370,699,121
3371,699,121
3372,699,121
3373,699,121
3374,699,121
3375,699,121
3376,700,121
3377,700,121
3378,700,121
3379,700,121
3380,700,121
